Student Age,Income,Demographics,Learning Methods,Listening Skills,Study Hours per Week,Tech Proficiency,Attendance Rate,Time Management Skills,Motivation Level,Family Support,Correct Response Rate,Response Time (ms),Confidence Level,Recommended Learning Path,Intervention Flag,Content Difficulty Level,Number of Tutor Sessions,Engagement with Supplemental Resources,Personalization Score
26,94077,Suburban,Hybrid,Hearing,6,Advanced,51.12,Average,3,Low,0.89,4571,9.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,14,0.66,0.36
22,45050,Rural,Online,Kinesthetic,38,Beginner,95.47,Average,7,Low,0.84,2870,3.6,"Algorithms, Data Structures, System Design",True,Medium,12,0.45,0.6
32,69191,Urban,Offline,Hearing,22,Beginner,94.34,Poor,9,Medium,0.78,8989,2.6,"Linear Regression, Neural Networks, Deep Learning",False,Hard,10,0.4,0.27
26,40616,Rural,Online,Hearing,29,Advanced,51.39,Good,9,Medium,0.95,1127,5.9,"Algorithms, Data Structures, System Design",False,Medium,11,0.2,0.96
33,35161,Urban,Offline,Hearing,30,Intermediate,92.37,Poor,3,High,0.84,6745,2.5,"Algorithms, Data Structures, System Design",False,Easy,13,0.38,0.14
29,95335,Urban,Online,Kinesthetic,1,Beginner,69.28,Good,7,Low,0.8,9632,6.7,"Algorithms, Data Structures, System Design",True,Hard,14,0.28,0.35
29,53937,Urban,Hybrid,Visual,25,Advanced,77.13,Average,4,High,0.98,2904,1.6,"Algorithms, Data Structures, System Design",True,Easy,8,0.06,0.3
19,90429,Urban,Offline,Visual,33,Advanced,54.9,Poor,7,High,0.93,1998,7.4,"Algorithms, Data Structures, System Design",True,Easy,6,0.8,0.45
32,74851,Rural,Hybrid,Visual,2,Intermediate,65.12,Average,6,Low,0.89,13866,5.9,"Linear Regression, Neural Networks, Deep Learning",True,Hard,12,0.15,0.22
28,67626,Rural,Hybrid,Visual,6,Beginner,51.06,Good,2,Medium,0.63,13137,5.0,"Linear Regression, Neural Networks, Deep Learning",False,Medium,7,0.76,0.42
26,65189,Rural,Online,Kinesthetic,7,Intermediate,77.89,Good,9,High,0.92,14148,6.9,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,3,0.79,0.29
23,17900,Rural,Hybrid,Hearing,4,Advanced,81.15,Average,3,High,0.98,15518,9.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,0,0.94,1.0
23,68460,Urban,Offline,Visual,25,Intermediate,89.02,Good,1,Medium,0.82,15854,1.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,13,0.96,0.72
19,63684,Urban,Online,Hearing,38,Advanced,76.51,Poor,4,Medium,0.56,5705,2.6,"Linear Regression, Neural Networks, Deep Learning",True,Hard,8,0.4,0.59
24,17772,Suburban,Online,Hearing,29,Intermediate,73.06,Average,1,Low,0.8,6860,8.6,"Linear Regression, Neural Networks, Deep Learning",False,Medium,10,0.13,0.41
18,57305,Rural,Online,Kinesthetic,26,Intermediate,86.83,Poor,5,Low,0.56,7227,1.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,14,0.61,0.45
20,11758,Suburban,Offline,Hearing,33,Intermediate,57.88,Average,4,Medium,0.81,13268,3.5,"Algorithms, Data Structures, System Design",False,Hard,10,0.89,0.86
23,65606,Urban,Hybrid,Visual,37,Intermediate,81.81,Poor,1,High,0.64,13702,2.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,7,0.17,0.19
30,56173,Suburban,Offline,Hearing,29,Advanced,98.68,Average,3,Medium,0.61,3732,1.2,"Algorithms, Data Structures, System Design",True,Medium,9,0.11,0.59
20,17006,Urban,Hybrid,Hearing,5,Beginner,64.96,Good,3,High,0.87,3786,10.0,"Linear Regression, Neural Networks, Deep Learning",False,Medium,6,0.28,0.4
27,49618,Urban,Hybrid,Hearing,16,Beginner,92.64,Good,7,Low,0.6,10379,3.5,"Linear Regression, Neural Networks, Deep Learning",True,Medium,12,0.85,0.11
20,40856,Suburban,Hybrid,Visual,16,Advanced,81.72,Poor,4,Medium,0.65,4437,1.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,3,0.27,0.68
30,15222,Rural,Hybrid,Visual,22,Advanced,59.44,Poor,5,Medium,0.53,16892,3.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,11,0.28,0.34
31,17505,Urban,Offline,Visual,25,Intermediate,53.26,Good,6,Low,0.6,19724,5.1,"Algorithms, Data Structures, System Design",False,Hard,12,0.19,0.63
25,74942,Urban,Offline,Hearing,14,Beginner,62.37,Average,6,High,0.7,4465,1.7,"Linear Regression, Neural Networks, Deep Learning",True,Easy,3,0.07,0.34
19,50065,Suburban,Online,Hearing,13,Intermediate,53.02,Average,2,High,0.69,9895,3.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,5,0.84,0.34
28,95428,Rural,Hybrid,Kinesthetic,14,Advanced,55.08,Average,2,High,0.85,7635,1.0,"Linear Regression, Neural Networks, Deep Learning",True,Hard,9,0.75,0.27
21,43061,Rural,Online,Hearing,26,Advanced,55.88,Average,8,Low,0.96,15238,6.5,"Algorithms, Data Structures, System Design",True,Medium,0,0.73,0.22
26,81942,Suburban,Offline,Visual,31,Intermediate,97.41,Good,8,Low,0.6,18740,10.0,"Algorithms, Data Structures, System Design",True,Hard,8,0.66,0.93
29,34215,Urban,Hybrid,Hearing,25,Intermediate,79.99,Poor,7,High,0.78,15933,5.4,"Algorithms, Data Structures, System Design",False,Easy,9,0.52,0.12
24,82351,Urban,Hybrid,Kinesthetic,27,Advanced,61.86,Average,9,High,0.73,15259,9.2,"Algorithms, Data Structures, System Design",True,Medium,4,0.52,0.69
24,49366,Rural,Hybrid,Hearing,35,Beginner,77.97,Average,6,Low,0.5,4441,5.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,7,0.34,0.27
32,33731,Suburban,Hybrid,Hearing,33,Advanced,65.91,Average,3,Medium,0.67,9810,5.2,"Algorithms, Data Structures, System Design",False,Hard,11,0.2,0.83
25,19338,Suburban,Offline,Hearing,36,Advanced,89.41,Average,3,High,0.76,13181,2.8,"Linear Regression, Neural Networks, Deep Learning",True,Easy,3,0.69,0.76
29,34980,Rural,Online,Visual,35,Beginner,63.05,Poor,2,Low,0.86,15127,2.4,"Algorithms, Data Structures, System Design",False,Easy,10,0.2,0.6
25,10597,Suburban,Offline,Kinesthetic,22,Intermediate,94.56,Good,5,High,0.71,11306,2.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,10,0.34,0.94
26,42206,Rural,Online,Hearing,12,Advanced,50.76,Poor,6,Low,0.74,8656,1.5,"Linear Regression, Neural Networks, Deep Learning",False,Hard,6,0.06,0.84
24,85373,Rural,Offline,Visual,20,Intermediate,72.21,Good,6,Medium,0.8,1409,4.0,"Algorithms, Data Structures, System Design",False,Medium,4,0.48,0.83
18,77610,Urban,Offline,Visual,36,Advanced,82.0,Good,2,High,0.65,15169,8.0,"Linear Regression, Neural Networks, Deep Learning",True,Hard,14,0.71,0.67
31,76791,Suburban,Online,Hearing,38,Intermediate,55.09,Good,8,High,0.75,8997,7.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,7,0.92,0.57
24,28352,Urban,Offline,Hearing,29,Intermediate,92.93,Poor,8,Medium,0.62,19664,4.2,"Algorithms, Data Structures, System Design",True,Medium,11,0.91,0.13
25,76214,Rural,Online,Hearing,10,Advanced,84.03,Average,1,Medium,0.74,11365,8.4,"Algorithms, Data Structures, System Design",False,Hard,12,0.11,0.19
31,38381,Rural,Hybrid,Hearing,18,Beginner,97.8,Good,1,Medium,0.51,17392,9.2,"Linear Regression, Neural Networks, Deep Learning",True,Medium,13,0.66,0.86
24,60134,Suburban,Offline,Hearing,2,Beginner,79.45,Average,8,High,0.91,12074,3.7,"Linear Regression, Neural Networks, Deep Learning",False,Medium,6,0.69,0.36
27,54660,Rural,Online,Kinesthetic,34,Advanced,91.94,Good,6,High,0.82,18403,6.2,"Algorithms, Data Structures, System Design",False,Hard,7,0.64,0.94
19,65882,Suburban,Online,Hearing,39,Intermediate,65.49,Poor,4,Medium,0.62,4158,5.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,4,0.45,0.63
18,82482,Urban,Online,Kinesthetic,18,Intermediate,90.22,Good,4,High,0.91,12102,5.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,11,0.67,0.87
18,57331,Suburban,Offline,Visual,28,Advanced,65.17,Average,9,Medium,0.75,4200,5.9,"Algorithms, Data Structures, System Design",True,Medium,0,0.94,0.67
24,56023,Urban,Offline,Hearing,6,Advanced,89.19,Good,6,Low,0.99,12316,1.2,"Algorithms, Data Structures, System Design",True,Easy,7,0.05,0.11
22,58935,Suburban,Offline,Hearing,7,Beginner,87.79,Poor,8,Low,0.98,8654,2.3,"Algorithms, Data Structures, System Design",False,Easy,8,0.84,0.32
23,86008,Rural,Offline,Kinesthetic,31,Intermediate,90.3,Good,8,Medium,0.98,8903,5.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,4,0.44,0.62
25,50850,Suburban,Online,Hearing,29,Advanced,84.68,Average,4,High,0.61,18314,7.3,"Linear Regression, Neural Networks, Deep Learning",True,Medium,8,0.5,0.42
29,47624,Urban,Online,Kinesthetic,12,Advanced,59.32,Average,4,Low,0.52,14566,5.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,8,0.83,0.66
29,14996,Rural,Online,Visual,6,Beginner,78.55,Poor,5,Medium,0.81,18553,6.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,1,0.14,0.91
22,46498,Suburban,Offline,Visual,37,Beginner,90.17,Good,2,Low,0.71,4273,5.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,11,0.29,0.59
33,90316,Suburban,Online,Kinesthetic,6,Beginner,68.81,Good,3,Low,0.95,18462,5.7,"Linear Regression, Neural Networks, Deep Learning",True,Easy,6,0.17,0.97
34,72387,Suburban,Offline,Hearing,24,Intermediate,70.42,Good,6,Medium,0.55,4276,1.4,"Algorithms, Data Structures, System Design",True,Hard,14,0.58,0.86
34,48281,Rural,Hybrid,Hearing,28,Beginner,55.1,Poor,5,Low,0.61,9973,5.6,"Linear Regression, Neural Networks, Deep Learning",False,Easy,10,0.59,0.96
33,87781,Suburban,Offline,Kinesthetic,6,Intermediate,94.1,Average,5,Low,0.78,12837,6.2,"Linear Regression, Neural Networks, Deep Learning",False,Medium,4,0.5,0.78
26,72457,Rural,Hybrid,Hearing,26,Advanced,82.5,Average,8,High,0.75,11449,8.3,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,4,0.1,0.55
25,82087,Rural,Hybrid,Hearing,6,Intermediate,87.45,Good,8,Medium,0.71,14148,5.7,"Linear Regression, Neural Networks, Deep Learning",True,Easy,0,0.7,0.31
21,78761,Rural,Online,Hearing,32,Intermediate,75.31,Average,2,Medium,0.96,9234,3.5,"Algorithms, Data Structures, System Design",True,Medium,6,0.41,0.43
18,93199,Rural,Hybrid,Hearing,14,Intermediate,91.23,Good,9,High,0.56,8745,4.6,"Linear Regression, Neural Networks, Deep Learning",True,Easy,9,0.42,0.89
31,56748,Urban,Online,Hearing,21,Beginner,72.59,Good,5,Low,0.5,16508,4.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,14,0.11,0.51
31,43724,Urban,Hybrid,Kinesthetic,11,Beginner,94.33,Good,3,Low,0.58,16181,4.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,3,0.39,0.04
19,86732,Urban,Online,Hearing,38,Advanced,92.89,Average,5,Medium,0.51,15138,5.2,"Linear Regression, Neural Networks, Deep Learning",False,Easy,5,0.72,0.27
32,52710,Urban,Hybrid,Kinesthetic,35,Beginner,68.22,Poor,9,High,0.58,4028,8.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,2,0.8,0.01
24,92248,Urban,Online,Visual,30,Intermediate,81.1,Good,1,Low,0.72,17405,4.5,"Algorithms, Data Structures, System Design",True,Easy,9,0.51,0.19
34,20526,Suburban,Offline,Visual,15,Intermediate,75.67,Good,4,Low,0.56,3404,2.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,11,0.72,0.89
21,70640,Urban,Online,Kinesthetic,32,Beginner,59.22,Good,5,High,0.98,10555,1.5,"Linear Regression, Neural Networks, Deep Learning",True,Easy,13,0.52,0.68
32,51677,Rural,Hybrid,Kinesthetic,16,Intermediate,90.79,Poor,6,Medium,0.72,9696,6.5,"Algorithms, Data Structures, System Design",True,Easy,9,0.07,0.47
21,66582,Suburban,Offline,Kinesthetic,16,Beginner,69.68,Good,4,Medium,0.56,12533,1.9,"Linear Regression, Neural Networks, Deep Learning",False,Medium,14,0.68,0.04
23,76796,Urban,Offline,Hearing,33,Beginner,86.29,Average,2,High,0.86,4055,9.7,"Linear Regression, Neural Networks, Deep Learning",True,Easy,7,0.04,0.58
19,71872,Suburban,Hybrid,Visual,31,Advanced,77.14,Good,4,Medium,0.53,8080,1.0,"Algorithms, Data Structures, System Design",True,Hard,0,0.91,0.61
20,50757,Suburban,Online,Hearing,17,Intermediate,77.76,Good,3,Medium,0.84,6605,2.8,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,7,0.15,0.22
19,45451,Rural,Offline,Visual,2,Advanced,79.51,Good,5,High,0.92,11507,4.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,2,0.35,0.82
32,89466,Urban,Offline,Visual,9,Intermediate,72.8,Average,5,High,0.61,16757,7.2,"Linear Regression, Neural Networks, Deep Learning",False,Hard,9,0.2,0.85
29,91856,Suburban,Offline,Hearing,36,Advanced,79.19,Good,1,High,0.57,5945,1.1,"Linear Regression, Neural Networks, Deep Learning",False,Hard,9,0.01,0.6
27,28567,Rural,Hybrid,Kinesthetic,13,Intermediate,68.45,Poor,6,High,0.6,10883,4.2,"Algorithms, Data Structures, System Design",True,Hard,12,0.82,0.39
32,53929,Urban,Online,Visual,5,Advanced,58.29,Average,1,Low,0.72,18881,8.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,7,0.83,0.4
23,90261,Rural,Online,Visual,17,Advanced,73.75,Good,1,High,0.9,13260,1.9,"Algorithms, Data Structures, System Design",False,Hard,2,0.01,0.85
28,22660,Urban,Online,Kinesthetic,27,Advanced,57.4,Average,5,High,0.8,5949,6.0,"Algorithms, Data Structures, System Design",False,Easy,8,0.31,0.42
18,26993,Suburban,Offline,Hearing,39,Advanced,76.48,Average,7,High,0.9,15804,4.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,8,0.07,0.85
23,75289,Urban,Offline,Visual,33,Advanced,88.34,Good,9,Low,0.91,12045,2.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,5,0.22,0.32
28,34529,Rural,Offline,Kinesthetic,24,Advanced,74.64,Good,6,Low,0.72,18305,1.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,0,0.33,0.84
31,97027,Rural,Online,Kinesthetic,2,Intermediate,76.61,Average,7,Medium,0.73,16231,6.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,12,0.7,0.33
27,59280,Rural,Hybrid,Visual,3,Beginner,67.72,Poor,9,Low,0.88,18141,2.9,"Algorithms, Data Structures, System Design",True,Easy,14,0.91,0.41
32,69051,Rural,Hybrid,Hearing,7,Beginner,85.58,Good,9,High,0.79,10801,3.6,"Linear Regression, Neural Networks, Deep Learning",True,Easy,8,0.8,0.6
25,39302,Suburban,Hybrid,Visual,5,Advanced,92.74,Good,5,Low,0.86,13596,7.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,0,0.46,0.57
26,71926,Rural,Online,Hearing,39,Beginner,96.94,Average,3,Medium,0.53,14572,3.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,0,0.16,0.3
22,97613,Urban,Hybrid,Hearing,25,Advanced,89.96,Poor,4,Medium,0.52,17391,3.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,2,0.75,0.06
20,55723,Rural,Offline,Visual,27,Intermediate,70.0,Poor,5,High,0.6,10236,6.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,14,0.76,0.36
19,89663,Suburban,Hybrid,Hearing,17,Beginner,74.1,Poor,9,High,0.51,13983,4.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,13,0.39,0.67
22,35398,Suburban,Online,Visual,2,Beginner,71.03,Average,1,High,0.67,14539,5.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,5,0.67,0.58
34,38366,Rural,Offline,Hearing,7,Advanced,95.78,Good,2,High,0.93,3596,5.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,12,0.59,0.39
20,26840,Urban,Offline,Hearing,38,Intermediate,81.09,Poor,2,Low,0.82,18676,7.5,"Linear Regression, Neural Networks, Deep Learning",True,Medium,11,0.5,0.24
32,31653,Rural,Offline,Hearing,12,Beginner,93.59,Good,5,Medium,0.95,19788,2.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,13,0.11,0.19
21,68877,Suburban,Offline,Visual,24,Advanced,90.2,Good,4,Medium,0.63,4560,7.0,"Linear Regression, Neural Networks, Deep Learning",False,Easy,12,0.62,1.0
19,71504,Rural,Offline,Kinesthetic,10,Beginner,99.92,Average,5,Medium,0.88,11976,1.0,"Algorithms, Data Structures, System Design",True,Hard,4,0.37,0.52
30,84659,Suburban,Offline,Visual,18,Beginner,58.69,Good,6,Low,0.53,5267,4.7,"Algorithms, Data Structures, System Design",False,Hard,12,0.28,0.19
30,90112,Urban,Online,Kinesthetic,7,Intermediate,54.48,Poor,5,Medium,1.0,17478,4.6,"Linear Regression, Neural Networks, Deep Learning",True,Hard,5,0.54,0.89
24,68587,Rural,Hybrid,Kinesthetic,6,Advanced,84.0,Poor,6,High,0.56,13696,2.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,14,0.47,0.51
30,24951,Urban,Offline,Hearing,28,Intermediate,96.43,Average,6,Low,0.92,14583,5.9,"Algorithms, Data Structures, System Design",False,Easy,5,0.7,0.27
19,92666,Suburban,Online,Kinesthetic,34,Intermediate,88.22,Good,8,Medium,0.8,12503,6.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,14,0.01,0.17
18,85745,Rural,Offline,Kinesthetic,33,Beginner,74.57,Poor,6,Medium,0.79,5158,1.7,"Linear Regression, Neural Networks, Deep Learning",True,Medium,9,0.52,0.45
27,57962,Rural,Offline,Visual,3,Beginner,84.98,Average,2,Medium,0.84,6892,7.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,8,0.29,0.33
22,78993,Urban,Offline,Kinesthetic,38,Intermediate,64.84,Good,9,Low,0.72,17206,6.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,5,0.28,0.06
29,74989,Urban,Offline,Visual,21,Intermediate,97.43,Poor,7,Low,0.94,3421,7.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,1,0.92,0.56
23,56017,Rural,Offline,Visual,21,Intermediate,67.12,Average,3,Medium,0.87,7777,8.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,4,0.87,0.42
33,89091,Suburban,Online,Visual,8,Beginner,92.86,Poor,8,Medium,0.51,9656,5.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,14,0.08,0.42
25,98204,Rural,Offline,Visual,10,Advanced,66.41,Good,4,Medium,0.91,14095,3.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,1,0.42,0.65
32,12786,Suburban,Hybrid,Visual,34,Advanced,98.05,Poor,3,High,0.81,15543,3.0,"Algorithms, Data Structures, System Design",True,Easy,0,0.4,0.74
33,23810,Rural,Hybrid,Kinesthetic,35,Beginner,54.76,Average,7,High,0.5,9086,4.5,"Linear Regression, Neural Networks, Deep Learning",False,Easy,8,0.75,0.66
18,68072,Urban,Offline,Visual,22,Beginner,94.11,Poor,4,Low,0.63,19382,7.8,"Algorithms, Data Structures, System Design",False,Medium,2,0.91,0.59
31,37234,Rural,Offline,Hearing,11,Advanced,94.26,Average,7,Medium,0.67,2848,3.3,"Linear Regression, Neural Networks, Deep Learning",False,Medium,4,0.18,0.62
31,50996,Suburban,Online,Visual,38,Beginner,71.23,Poor,9,Medium,0.58,9531,2.9,"Algorithms, Data Structures, System Design",False,Easy,0,0.65,0.69
22,38150,Urban,Offline,Hearing,5,Intermediate,94.7,Good,1,Medium,0.87,6137,2.4,"Linear Regression, Neural Networks, Deep Learning",True,Medium,5,0.79,0.28
19,18786,Suburban,Hybrid,Visual,1,Beginner,61.37,Average,5,Low,0.55,13162,6.1,"Algorithms, Data Structures, System Design",False,Medium,7,0.29,0.59
21,91681,Suburban,Online,Visual,36,Advanced,96.34,Good,9,Medium,0.67,18519,4.8,"Linear Regression, Neural Networks, Deep Learning",False,Medium,14,0.25,0.82
26,80075,Rural,Online,Kinesthetic,3,Intermediate,59.5,Good,7,Low,0.59,7700,3.6,"Algorithms, Data Structures, System Design",True,Medium,12,0.72,0.08
34,88096,Rural,Online,Visual,27,Intermediate,67.92,Average,6,Medium,0.63,4849,4.5,"Linear Regression, Neural Networks, Deep Learning",True,Easy,11,0.24,0.36
30,22447,Urban,Online,Hearing,8,Beginner,51.71,Good,3,High,0.96,2888,2.1,"Linear Regression, Neural Networks, Deep Learning",False,Easy,4,0.95,0.05
18,36152,Suburban,Online,Hearing,5,Advanced,60.56,Average,4,Medium,0.95,19462,9.7,"Linear Regression, Neural Networks, Deep Learning",False,Easy,5,0.32,0.59
22,88794,Urban,Offline,Hearing,25,Advanced,68.46,Good,3,Low,0.56,4146,2.8,"Algorithms, Data Structures, System Design",True,Medium,4,0.0,0.9
26,62168,Suburban,Offline,Visual,8,Intermediate,76.74,Good,8,Medium,0.62,19984,9.4,"Linear Regression, Neural Networks, Deep Learning",False,Hard,1,0.99,0.65
21,58051,Rural,Online,Hearing,8,Beginner,97.97,Poor,7,Medium,0.7,5220,2.6,"Linear Regression, Neural Networks, Deep Learning",True,Hard,14,0.42,0.37
21,38170,Urban,Hybrid,Visual,31,Advanced,60.34,Poor,9,Low,0.76,18608,5.1,"Algorithms, Data Structures, System Design",True,Medium,14,0.11,0.11
22,71619,Suburban,Hybrid,Kinesthetic,15,Beginner,71.24,Good,3,Medium,0.84,12100,5.2,"Algorithms, Data Structures, System Design",True,Medium,6,0.49,0.27
22,77931,Rural,Offline,Hearing,31,Intermediate,78.52,Good,4,Low,0.8,17148,2.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,14,0.97,0.68
32,79976,Urban,Offline,Visual,27,Advanced,98.18,Average,3,Low,0.86,18346,1.4,"Linear Regression, Neural Networks, Deep Learning",False,Easy,10,0.58,0.7
25,59304,Urban,Online,Hearing,22,Advanced,88.57,Good,8,High,0.98,10451,1.7,"Algorithms, Data Structures, System Design",False,Medium,7,0.06,0.4
20,77650,Suburban,Offline,Hearing,26,Advanced,75.25,Average,4,Low,0.8,15542,6.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,1,0.26,0.85
29,47776,Urban,Hybrid,Hearing,7,Intermediate,75.1,Good,7,Low,0.78,8382,2.1,"Linear Regression, Neural Networks, Deep Learning",True,Medium,13,0.33,0.67
30,56285,Urban,Hybrid,Visual,20,Intermediate,75.57,Average,6,Low,0.53,12550,9.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,7,0.67,0.86
24,74808,Rural,Offline,Kinesthetic,12,Intermediate,71.37,Average,9,Low,0.67,18005,9.0,"Algorithms, Data Structures, System Design",True,Hard,2,0.77,0.01
28,27565,Urban,Offline,Hearing,23,Advanced,64.23,Average,4,Medium,0.84,8857,4.2,"Algorithms, Data Structures, System Design",False,Hard,9,0.46,0.93
33,94564,Urban,Hybrid,Visual,20,Beginner,95.69,Average,1,High,0.72,9896,6.8,"Algorithms, Data Structures, System Design",True,Hard,2,0.58,0.31
30,27967,Urban,Hybrid,Kinesthetic,17,Beginner,82.05,Average,7,Low,0.55,17568,3.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,1,0.85,0.19
33,50794,Urban,Online,Hearing,38,Beginner,51.18,Poor,6,High,0.97,4095,8.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,6,0.69,0.93
23,97227,Urban,Offline,Kinesthetic,27,Advanced,78.91,Good,2,High,0.91,18568,8.2,"Linear Regression, Neural Networks, Deep Learning",False,Medium,8,0.95,0.39
33,82981,Rural,Online,Kinesthetic,25,Advanced,64.95,Average,2,Low,0.95,9588,5.7,"Linear Regression, Neural Networks, Deep Learning",True,Medium,12,0.02,0.32
22,66718,Rural,Hybrid,Kinesthetic,22,Beginner,51.83,Poor,1,Medium,0.63,8690,5.8,"Linear Regression, Neural Networks, Deep Learning",False,Hard,7,0.45,0.09
28,21743,Rural,Offline,Hearing,32,Beginner,57.14,Poor,3,High,0.7,11075,9.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,2,0.14,0.67
30,98883,Rural,Offline,Visual,19,Advanced,63.63,Good,2,Medium,0.92,17519,9.0,"Algorithms, Data Structures, System Design",True,Easy,10,0.3,0.29
24,46993,Urban,Hybrid,Visual,32,Advanced,84.05,Poor,7,Low,0.59,1228,7.8,"Algorithms, Data Structures, System Design",True,Easy,2,0.87,0.17
25,77001,Suburban,Hybrid,Kinesthetic,25,Beginner,86.93,Poor,6,High,0.62,2724,2.4,"Algorithms, Data Structures, System Design",True,Easy,6,0.07,0.12
28,95077,Urban,Online,Hearing,29,Beginner,74.1,Average,8,Low,0.82,16323,9.3,"Algorithms, Data Structures, System Design",False,Hard,10,0.21,0.39
27,55492,Suburban,Offline,Hearing,23,Advanced,82.76,Good,9,Low,0.64,6531,8.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,14,0.13,0.82
25,87478,Urban,Online,Kinesthetic,18,Intermediate,62.0,Average,4,Medium,0.84,12149,6.5,"Linear Regression, Neural Networks, Deep Learning",True,Medium,10,0.91,0.66
27,38141,Urban,Offline,Kinesthetic,5,Advanced,63.0,Good,5,Medium,0.63,6584,4.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,3,0.19,0.72
21,22749,Urban,Hybrid,Visual,13,Beginner,81.05,Poor,8,Low,0.76,9746,3.2,"Linear Regression, Neural Networks, Deep Learning",True,Hard,2,0.18,0.01
28,89939,Suburban,Online,Visual,14,Beginner,71.32,Poor,4,High,0.98,1762,7.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,14,0.15,0.43
31,41152,Urban,Online,Kinesthetic,38,Advanced,88.7,Good,8,High,0.67,10759,1.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,9,0.58,0.73
24,12128,Urban,Hybrid,Hearing,2,Advanced,99.76,Good,5,High,0.9,3281,4.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,12,0.4,0.84
20,37977,Rural,Hybrid,Hearing,32,Beginner,96.04,Poor,6,Medium,0.57,10198,8.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,10,0.27,0.15
20,42817,Rural,Hybrid,Visual,6,Beginner,52.45,Good,8,Medium,0.89,10591,2.6,"Linear Regression, Neural Networks, Deep Learning",False,Hard,11,0.44,0.72
33,24666,Rural,Hybrid,Kinesthetic,19,Intermediate,78.2,Good,3,Medium,0.56,12269,2.4,"Algorithms, Data Structures, System Design",True,Hard,6,0.73,0.49
18,17739,Urban,Hybrid,Kinesthetic,28,Beginner,83.35,Good,2,High,0.91,9619,8.4,"Algorithms, Data Structures, System Design",False,Easy,3,0.48,0.43
